intervalli,trapezi,simpson,gauss
38416,2.97696895846935911368082707778321751461733744755778e-07,2.46557762502127366066430229670574519376054157569182e-15,3.18268837570082754099726852827579595915631587798028e-25
38809,2.91698158208342149145186216993658074900429179726586e-07,2.3672135727950960548447288682305576617047133265452e-15,3.1185556529982056304681287496148813743798912832803e-25
39204,2.85849759133057009288106423794714974008881982229274e-07,2.2732423064556941950484363711036666404630074560835e-15,3.05603020534391433214574051914397487795508254969906e-25
39601,2.80147199910293674854567973454257287753190869184711e-07,2.18344693320107205357696824681202224704250497382303e-15,2.99506393685778245957785649679235786227411917886519e-25
40000,2.74586138104186925918706085963334947325383614035466e-07,2.0976222819546930070758155412515030811808719493641e-15,2.93561042240046980888008310277397391379880593107916e-25
40401,2.69162381380314715853877679312351386882209700187325e-07,2.01557421600926768018513429935493274506392918953527e-15,2.87762484157258761000358860374731249849135250297679e-25
40804,2.63871881605231418706822352755184244241316289433359e-07,1.93711898846395223959974300499032301827899160501138e-15,2.82106391563259648624096457775998725211902882495372e-25
41209,2.58710729205663443821576719555297903277198456112679e-07,1.86208263890492447374414739893192732476546757698675e-15,2.76588584719076404327002749685385282502803673095547e-25
41616,2.53675147774732422972622098102568766452592117937456e-07,1.79030042720987312288374889519839627466230480791549e-15,2.71205026254410305075559595859778502982552853372894e-25
42025,2.48761488913244166518387083512811883654220878181468e-07,1.72161630330851029688730149714674130664678577585575e-15,2.65951815652440615249517581811872986345907070500722e-25
42436,2.43966227294715659388327719723672513606225989714613e-07,1.65588240918534145448978920797812391019041409994398e-15,2.60825183973827195161446219237020664428224110599479e-25
42849,2.39285955943409951344100027055792276591180508150606e-07,1.59295861227956032377572965661179599086912653968604e-15,2.55821488808440610477768236175877106072842515133945e-25
43264,2.34717381715212153059202593947082494584847074379562e-07,1.53271206691786743462323394100719185767389586426716e-15,2.50937209443950392989501899132290725058063271778774e-25
43681,2.30257320971710993721580576085774184501042604520266e-07,1.47501680320772983366158295761277882841274036436343e-15,2.46168942240970058173660338653076832879582183534741e-25
44100,2.25902695438351500765879563117582622801611293657405e-07,1.41975334032885963429027152109498234274502089560695e-15,2.41513396204993217994203486766755008507911904870038e-25
44521,2.21650528237997171652256710671021110486591648339123e-07,1.36680832388074053011238256951708127428527634285826e-15,2.36967388745860609484123726645835784129298438639762e-25
44944,2.17497940091686244106997057614231769001164558728158e-07,1.31607418448554584219035927368091659078186761661439e-15,2.32527841615974932657735793525592752931270650846035e-25
45369,2.13442145678787945273699374414102090656879104903457e-07,1.26744881749876624097073631500787263345364664650715e-15,2.28191777018930776852056328571900032945895595365442e-25
45796,2.09480450149162417531764342394963266552532630341821e-07,1.2208352812540708482369909157446012965359095626674e-15,2.2395631388065222247929529899919698465840155636943e-25
46225,2.05610245780303787699847266583096281702334354231745e-07,1.17614151385886066055632533360406338061849870288936e-15,2.19818664275532441091214902077263651963090132961169e-25
46656,2.01829008772800884687516891517914000956151419093175e-07,1.1332800661649063498858777591271876543147382003078e-15,2.15776130000449189401897308398087352757298125488744e-25
47089,1.98134296177785651695813923552356141118885487173738e-07,1.0921678510689284084253966820194258594267546482896e-15,2.11826099289888821021276115352126388474415688385285e-25
47524,1.94523742950356497448313464317451259824621644308594e-07,1.05272590694034709248990500733998282432587746424252e-15,2.07966043665750557559597366813542600132177471027262e-25
47961,1.90995059123263768004881450428838832260442112225841e-07,1.01487917544759952486265517728267939255882455628833e-15,2.04193514915723424543737106678263281252908043411807e-25
48400,1.87546027095428209475250987263894962770593720942737e-07,9.78556291731668262183620913345145097889920274045515e-16,2.00506142194431550246793158163491852825680253579961e-25
48841,1.84174499030131681678872176313557622320005697183593e-07,9.43689387296175117390632508151258461580414078533561e-16,1.96901629241830461940457648838646286771000129510541e-25
49284,1.80878394357973363303755590599254695698788609581761e-07,9.10213903695741112071231478530897236858329069964703e-16,1.93377751713608545537023074823297521620658866854038e-25
49729,1.77655697379925094727621559909162315521598503063334e-07,8.78068417474109515818301648895119766109170423367462e-16,1.89932354618604853076764889710494421220918646038387e-25
50176,1.74504454966047117912319591396303499855644074052796e-07,8.47194474551021112402043818743763233672716732318254e-16,1.86563349858497784645326106854782386314626816534638e-25
50625,1.71422774345641027835110017224127133699735400055391e-07,8.17536434578013067633697459028084388972014985709127e-16,1.83268713865249621976060027482884811556549332762354e-25
51076,1.68408820984820935769733706275915166885688530470859e-07,7.89041323565850887181809983529928135709276088852659e-16,1.80046485332010186807508607290912244977826459912948e-25
51529,1.65460816547677308157159577325870390983582391733463e-07,7.61658695360957868398920136782395876451420666762259e-16,1.76894763033389729502032106609034625217356413234022e-25
51984,1.6257703693739129313927119098136620179688105209626e-07,7.35340500365574950168896910528354697009966972746257e-16,1.73811703731207171785361886666456742002176870396738e-25
52441,1.59755810413831150512348592924890270559203007617095e-07,7.1004096212641389394795089698995068405759023316064e-16,1.70795520162005641601985273867957624808576617215324e-25
52900,1.56995515784327195839643656687557180966959121146509e-07,6.85716460268456632819242268761363918802245371782787e-16,1.67844479102803420982324461042950980374596321379175e-25
53361,1.54294580664477959422394359672407727569578680879227e-07,6.62325420437701469982432675477483506823855962734015e-16,1.64956899511715517969351488675469027425146476258411e-25
53824,1.51651479805988519248021199844948609142520255027165e-07,6.39828209802684661075137109408536409123662472529232e-16,1.62131150740239577255569970332838636808378580372785e-25
54289,1.49064733488682639129163753207158100628502293594394e-07,6.18187038810475118614301929280285594962819866598782e-16,1.59365650814150237218345360105471900382469885225717e-25
54756,1.46532905973963847768455733990813295925951393007459e-07,5.97365867812563539718838837356426131003255698666966e-16,1.56658864780088771200328138893958952110936061662748e-25
55225,1.44054604017127325395393409376319391171682097068035e-07,5.77330319282139623322431738005811383392756407168399e-16,1.54009303115070339350357981816477693362692793112324e-25
55696,1.41628475436044792665672272123481050390155391069335e-07,5.58047594297182263598514410306996079701335621097225e-16,1.51415520196259820480699714837908784958634548635777e-25
56169,1.39253207733858870671123119139710605867295089050997e-07,5.39486394031437976741091816755721602394306378048966e-16,1.48876112828489364305734648605207320115993470179957e-25
56644,1.36927526773431929762683615677761161207726208757334e-07,5.21616844980978555487180443888274792300096794557458e-16,1.46389718827106854394347463995667571852801470780755e-25
57121,1.34650195501397577896303535314266939682068182716558e-07,5.04410428684537793218253088731902215435194845405572e-16,1.43955015653854732034352238421841912161512769248158e-25
57600,1.32420012719760947890584499274511962728133003669084e-07,4.87839914713578004015623597028740230529193383030952e-16,1.41570719103583412635609038809830528458852134579313e-25
58081,1.302358119030871020247655948301215813818395074639e-07,4.71879297702601232218501441140241446183052446618765e-16,1.39235582039703122960467002285385588235252246499579e-25
58564,1.28096460059405440703646700654444355778461467967305e-07,4.56503737239537791848044425540779931044792593920109e-16,1.36948393176372676153801692129409632546176016740111e-25
59049,1.26000856633042223546028275311602394774802665747922e-07,4.41689501395786675359753614243279017431188223168445e-16,1.34707975905513743190389005946175094018868262824489e-25
59536,1.23947932447673416371297219942621540227238020433165e-07,4.27413912755785807233074545490644100914453449600061e-16,1.32513187166824820025324302453220011504359795408503e-25
60025,1.21936648687966283250047663625522613132271101556314e-07,4.13655297731965629950050667288556548312992271894822e-16,1.30362916359050561510144510841133912245638350579624e-25
60516,1.19965995918250653855447780942878464393036519392491e-07,4.00392938061639532936588658482723317790468931724393e-16,1.2825608429083967498243672788618406036344715535459e-25
61009,1.18034993136729806071138772143087194402017935801647e-07,3.87607025275589914483313631753070687072090837422291e-16,1.26191642169598344974255444156924929211673455136032e-25
61504,1.16142686863806594603405963636919123664262775830111e-07,3.75278617068612314762956744983906067435243439372023e-16,1.24168570626816390745432075765000988224049509459674e-25
62001,1.14288150263163000440059420221419733568963146651052e-07,3.63389596363657413054852082798483945473849972727265e-16,1.22185878778410224463400145734856735924674307078336e-25
62500,1.12470482294290836039003852649523747775032141198769e-07,3.51922632030924463177273848471177600994360001794201e-16,1.20242603318690353703790259611267920763092580144815e-25
63001,1.10688806895228070741676719438579172331317826251008e-07,3.40861142053702731515697109359698963633266844042428e-16,1.1833780764662182177766818570227644267227071992332e-25
63504,1.08942272194309285232444628984089883837064549580343e-07,3.30189258131090105669595154376856785048804697526952e-16,1.16470581023103758373780523745315953644156081337075e-25
64009,1.07230049749790260062963524210982460355821922658914e-07,3.19891792508075913593970480382927013061780514988111e-16,1.14640037758049267773950027198858013401232592390944e-25
64516,1.05551333816255780973640948971243134739541163477805e-07,3.09954206049839490587908828247622193206938971376392e-16,1.1284531642609935105884400051809442175075268017724e-25
65025,1.03905340636766525540274177012310462863072324113567e-07,3.00362578348197587648537127779514563201360264544874e-16,1.11085579109854573307162978669053077788337807272961e-25
65536,1.02291307759745497456780192776156006396073727538354e-07,2.91103578901949329096195042718193380549410057268419e-16,1.09360010669555870717350716585471169222721637797773e-25
66049,1.00708493379647006161943851776233091086592281993423e-07,2.82164440155444417479560921299480715329257219081083e-16,1.07667818038191363050103490909773229061633900772371e-25
66564,9.9156175700491754242508834111893370420120297934146e-08,2.73532931460393804267500960185308524561507886765012e-16,1.06008229541049404682427362523870876817818132484421e-25
67081,9.76336523213902912364196153402441645748998045840638e-08,2.65197334740752144874197201768243044255652841446772e-16,1.04380494238779477801254482374108269595405655565019e-25
67600,9.61402396432140130044522113134595546414568634699294e-08,2.57146420947508255555456215976215241860840745879737e-16,1.02783881293062003151286509084868259402086808349044e-25
68121,9.46752722956081186680720211488674950938659925773413e-08,2.49369428077969230307175415429974629384344205769371e-16,1.01217679354025811296438406022720396547865754942877e-25
68644,9.32381025835745654866922319192399945375771465267985e-08,2.41856039866889178645564594404931531819195325549237e-16,9.96811959685879695711731415743599885689544886868429e-26
69169,9.18280999528851648223958728307065426083274246639182e-08,2.34596365918159438220498266932578105799895478221531e-16,9.81737570089249810900458599294675471737707283550709e-26
69696,9.04446504736156142106590268541887757875525139774961e-08,2.27580922403756064784915597038484215747668243404749e-16,9.66947061203171422087061522752263556769948676532387e-26
70225,8.90871563411205322939209953159142501451181466968675e-08,2.2080061409227280806412739759918951230156101386548e-16,9.52434041876391393503020253095189898240672342970192e-26
70756,8.77550353937975220494696544296594537267456233681732e-08,2.14246716852026328252541477287707448292545033134042e-16,9.3819228819799856830839663491786913271332913751941e-26
71289,8.64477206470149969256609902553094228138774491284194e-08,2.07910861384244179267307215463769957877297004868453e-16,9.24215738514629222002178171889238029215049082859675e-26
71824,8.51646598426040244603385961789318255235389493003306e-08,2.01785017348661241230627475621888660200536628264667e-16,9.10498488614067990965700473683816155160355844847359e-26
72361,8.39053150133388298426918330590375096931665507889717e-08,1.95861478629866715654475870581064398924409591181038e-16,8.97034787069093107897264405700660130161029300333329e-26
72900,8.26691620618539118981012051212937449992232736446082e-08,1.90132848923203870131996072032132165226889806472567e-16,8.83819030735663984141082308897739938342298693046831e-26
73441,8.14556903534680075435591085500692139423526998365133e-08,1.84592028381113027873801089107237617344998150749269e-16,8.70845760399787413342085337598323692121436413473142e-26
73984,8.02644023224064466659111541040287798304766596998755e-08,1.79232200514413025305628332062978556076594551775154e-16,8.58109656567626453052255416204723544270145061571026e-26
74529,7.90948130909338139152324152121031947409514791627154e-08,1.74046820081735024557672928411591484404570755230183e-16,8.45605535393633865856074312850537326483898618966183e-26
75076,7.79464501009283210272963678513591279414540636642894e-08,1.69029601176583174881403353382094482945065431658425e-16,8.33328344741700339102395270470086502311791570459079e-26
75625,7.68188527574479347134640044304948599229908049246597e-08,1.64174506237384581433395438430607202302746414124501e-16,8.21273160374506998469863908323993251039319511481195e-26
76176,7.5711572083856140499822928956369150039747252849639e-08,1.59475735204330229288846527901675965472164628181696e-16,8.0943518226646240889335795594216726781094056678684e-26
76729,7.46241703880922897850572739156702227415076937820802e-08,1.54927715540386286760013863577376641966290692043683e-16,7.97809731035786719090169762211895254154879308194521e-26
77284,7.35562209396878115588217474162508901264333665682259e-08,1.50525092354007102065524982761967338860123387303413e-16,7.86392244491480235149705176409785946979814262202036e-26
77841,7.25073076571452056360677619341296723489795549625792e-08,1.46262719332851871165577221211679751682589304131697e-16,7.75178274291080867422045334477869071779950100872197e-26
78400,7.14770248053117031858591865476058788002739159831976e-08,1.42135649739216972725265876527686071712604279281049e-16,7.64163482705274928237505266441876495104910446563589e-26
78961,7.04649767023938134347059005782624544585809963947441e-08,1.38139128168346071399048278415603198314221868313523e-16,7.53343639485578993694551504263710119164230975481915e-26
79524,6.94707774362727018588757482104913073992210407636324e-08,1.34268582333004832731527784303341968403900785276653e-16,7.4271461883145729255934730109721953770015912185923e-26
80089,6.84940505897934926674587633117652710965866836273703e-08,1.30519615567307509260702446206211094064611492768144e-16,7.32272396453379645581638473042070101276104915519043e-26
80656,6.75344289747141832788583540170101889627336619293324e-08,1.2688799932538971832499776048989214425124987051036e-16,7.22013046728459631071933560377768731078703317908445e-26
81225,6.65915543740119258805072862185652945211071367514193e-08,1.23369666359728415066889790058439826868667438367286e-16,7.11932739945441665456404548634151584776857737886304e-26
81796,6.56650772922559948867150504666507469728270064652377e-08,1.19960703866477846736944334233424861130801707116652e-16,7.02027739635929315728693600985214554379406471817907e-26
82369,6.47546567137678418670130144921062771921990938186998e-08,1.16657347274444976460782132862816863651021073934669e-16,6.92294399988865646878130971372450845650387020327236e-26
82944,6.38599598682992629041081983933619760301069771027623e-08,1.13455973976445371771607434193974028430311050419157e-16,6.82729163345389982385339489595099977037686405125938e-26
83521,6.29806620039698879127504370847502640356707534774782e-08,1.10353097671511480965926245276857418341809214318176e-16,6.73328557771304339505516817212727503277770206586285e-26
84100,6.21164461672149667774105819873240794611425311485687e-08,1.07345362627691833847758841518188839857895295105874e-16,6.64089194704487202519188041093969957364254343460807e-26
84681,6.12670029895037918800173009768270443522119162377353e-08,1.04429538525802127813403377065243036421645322845989e-16,6.55007766674692415619115972609716912445290220902195e-26
85264,6.04320304805980784327380149386511213147096492106564e-08,1.01602515204514410592590699181163182112696801912954e-16,6.46081045093267002318140492430770365755076893562026e-26
85849,5.9611233828128239905083694758780454795056790947716e-08,9.88612979590873946957101063067368865222859163189494e-17,6.37305878110413830886295025922220240752265887237057e-26
86436,5.88043252032737618389862128188805418141319007667723e-08,9.62030027244442680920602018842926791304236609402779e-17,6.28679188537713417477148388420064657439850499265037e-26
87025,5.80110235723418088193128665849097695091781918816359e-08,9.36248517869066524163657910943054335626817915937163e-17,6.20197971833703954276722051487165572095082168276774e-26
87616,5.72310545140458109280962593615024987547946326412474e-08,9.11241693653038815916340474160015404171081618203958e-17,6.11859294150400025480295390211245239054253791546546e-26
88209,5.64641500422930815905689128103052402453923952626219e-08,8.8698377697844242907251116387218974235906895478674e-17,6.03660290438708578120446593340750161631051062599462e-26
88804,5.57100484342975316006832522227356071256410412589837e-08,8.63449929851910768790972749867728202104125425210003e-17,5.95598162610775689719106738028831826241221237787848e-26
89401,5.49684940638402769552391014527916574261614618529817e-08,8.40616218182881221765200635857973260363688326901369e-17,5.87670177757369655787875825489245529998966051793028e-26
90000,5.42392372395074030031707174533074409054477703963082e-08,8.1845957450828203355287807679248184548122158561183e-17,5.79873666418475036439407235667777097501848059529685e-26
90601,5.35220340477403558453222120369672081931017388235643e-08,7.96957765371532625171814715224047624725398988297894e-17,5.72206020905338675909422877698098998293712824995005e-26
91204,5.28166462005403948843583943865147793421182887979866e-08,7.76089357046735701293662838905822584301630789608676e-17,5.64664693672272459056292860115786618333624179621436e-26
91809,5.21228408876742684035125423931979305172614631900486e-08,7.55833685739286231516148308249627052813797532509738e-17,5.57247195736578806936550377291795243983941092395622e-26
92416,5.14403906332337770456530755545710205717890109414931e-08,7.3617082604327560958976719678622980435896899026208e-17,5.49951095145023746249773127833711584095162052575919e-26
93025,5.07690731564071776129420843970229989392322007839779e-08,7.17081563711210773637614352753323591202704325869967e-17,5.42774015485338916821854006524455964342262560322144e-26
93636,5.01086712363254608200168596230949379807300159218288e-08,6.98547366603614451161643386580664475230758698726366e-17,5.35713634441288204724229513043587799936324083165273e-26
94249,4.94589725808514202047018071317747291685103226301304e-08,6.80550359799303108228958222595815612951106094230063e-17,5.28767682389886899061890241895491356714078985023645e-26
94864,4.88197696991841236310275619537636697507997905131749e-08,6.63073298818899268685271545463154044366812228658311e-17,5.21933941039411456654195093981901641129685273326032e-26
95481,4.81908597781559116367941537752707185888782377248981e-08,6.46099546868658989843225637866956073186328366326186e-17,5.15210242106886205527464301658556917532274064751539e-26
96100,4.75720445621033858528076991644353504259780467788044e-08,6.29613050140069589570715304595364231246087810716188e-17,5.08594466033779706276110942791097842794680726709842e-26
96721,4.69631302361980230848313563834968113652315689377985e-08,6.1359831699960915439930206486750142367171787242321e-17,5.02084540738688097242833232697190169467986672264712e-26
97344,4.63639273131260633108781976342028714290261339589039e-08,5.98040395185026113134495453095603093545450682208104e-17,4.95678440405825648978831541152252312090746345575058e-26
97969,4.57742505230111794068655974763383658485402495806843e-08,5.82924852770881454338231346103513857201341105732048e-17,4.89374184308184016145046611656301602117477296105087e-26
98596,4.51939187064771491810697826435716212061596953490815e-08,5.68237757098709088452762693792704396199997098502913e-17,4.83169835664261368346468366070777072368167898354753e-26
99225,4.46227547107513223014614202658878980092218685966215e-08,5.53965657363937428684022747688199417662506777598347e-17,4.77063500527300769811990532235361558897976237488856e-26
99856,4.40605852887131117032204209428591145505387145236477e-08,5.40095565132101412632647778448255825388598036854222e-17,4.71053326706013922958287818866549967490431010056852e-26
100489,4.35072410007950465765478114854091838817509942932451e-08,5.26614938406943130074705358580835650718321054998509e-17,4.65137502715801751615670082913440975360330386100186e-26
101124,4.29625561196471073259100246722147944902048043396949e-08,5.13511663598356883367354531152132120318206899536074e-17,4.59314256759517332373565633225729829944429611583263e-26
101761,4.24263685374781269995288323026414920177925883418686e-08,5.0077404094428824274498302878178932811741286632637e-17,4.53581855736849440989588531472179554837580681385623e-26
102400,4.18985196759909934313348444797936313111065006432066e-08,4.8839076780829329781301423680782909335124889827382e-17,4.47938604281436516619865496267941494076259292948204e-26
103041,4.13788543988312263266083725569045587008264714499439e-08,4.76350925339434125496091722628585460589205000524544e-17,4.42382843824851209053769864807945239503464005064838e-26
103684,4.08672209264712381675202017594069240592141593308945e-08,4.64643962988356755648326541970285392150803151585635e-17,4.36912951686624910324982826949542520659903236559974e-26
104329,4.03634707534552213358666565137734153047331503365232e-08,4.53259686299845397380765591542073147123016944908213e-17,4.31527340189509827140226407788766321181585694328116e-26
104976,3.98674585679321402860749315880263945761096213726237e-08,4.42188242546290452454933123432888682612218392043672e-17,4.26224455799203267693978018119056983885659225339756e-26
105625,3.93790421734067508174774008846127477153647725492482e-08,4.31420109557027167289940605709460541907695243600459e-17,4.21002778287784936947556303676139400311011134366449e-26
106276,3.88980824126409221911245606224691190234399844673615e-08,4.20946082377082270110010272606604986515080989835208e-17,4.15860819920143197903209720951614536521609539250099e-26
106929,3.84244430936398055555427947611701554527960736665948e-08,4.10757263045986099380715368372933866226430434221496e-17,4.10797124662690500671423965251717582339468242950546e-26
107584,3.79579909176595772798512890334134755175646858076535e-08,4.00845048197849701758872100429091457968578041745943e-17,4.05810267413691542476650924123022183160184185200029e-26
108241,3.74985954091755915898576474224396583797006596551273e-08,3.91201119710093287832502702315022945068923405239526e-17,4.00898853254550234901015271102841708728280769587789e-26
108900,3.70461288477518064743001629903600901002719453266967e-08,3.81817433168300365894694222089652397880021380607371e-17,3.96061516721423252888650268728133844857074967992197e-26
109561,3.66004662017543031544512605846051444731483079959535e-08,3.72686209312330399880432869265899124758321344873334e-17,3.91296921096548855186096563511232570208964295178683e-26
110224,3.6161485063853605345896710556034677049000505674994e-08,3.63799923296099224322265034537112048168777952388518e-17,3.86603757718699828500166595567159499164973235592944e-26
110889,3.5729065588262322822024154639144782093315800182142e-08,3.55151296864912345557204353703688205001874351185957e-17,3.81980745312188846959860667028356568774615398988222e-26
111556,3.5303090429656397036009758822115778105137528606789e-08,3.46733288346399933997884183080143031363641760129915e-17,3.77426629333873282498987635724917490527294360429933e-26
112225,3.48834446837299172842411428546433170836693885405447e-08,3.3853908549868408313929564132036449928199041235498e-17,3.72940181337624577390800913904802133598663993119924e-26
112896,3.44700158293351065073030452303640709565296533261035e-08,3.3056209617421342729583732791458603304637103992225e-17,3.68520198355744723110773280852914527972450048284099e-26
113569,3.40626936721606486334293958702173529708363478330646e-08,3.22795941783620893471370675591246925903869928154906e-17,3.64165502296829204659392717835770137816542248041694e-26
114244,3.3661370289903046587046744019250097043523846398781e-08,3.15234448579212418371378428992226274910944396239811e-17,3.59874939359591990106626073331119329006834437312341e-26
114921,3.32659399788871638340531659343583256721196366031906e-08,3.07871641684133343179806628783320261966966761120921e-17,3.5564737946218379411362950944278625446219017909075e-26
115600,3.28762992020935146511433672708602783997398912484638e-08,3.00701736946817116750527552038135700042421466783263e-17,3.51481715686549943305379614985969126258755074004934e-26
116281,3.24923465385512311409601574357815198937064249264436e-08,2.93719135489405196995736647069897967445092369398803e-17,3.47376863737388741480721410000092492704094339187171e-26
116964,3.21139826340569502407190157374796061964928806384247e-08,2.86918416088599294226469614205486541185006368320077e-17,3.43331761415285293773851638818604677622398362471497e-26
117649,3.17411101531811333857131355176269708884813985709989e-08,2.80294330201213391965763400769124072286186004419352e-17,3.39345368103609320229892641305847373283826415107753e-26
118336,3.13736337325245568144646727068390584923108847396729e-08,2.73841794830636766934742448893037446120946251176519e-17,3.35416664268778589255140727606100993040475315563023e-26
119025,3.10114599351888933933051221658589522437269567499458e-08,2.67555887990975206705941427388969423776911004133116e-17,3.31544650973502247733421327522656028439513383114635e-26
119716,3.06544972064264488822686577450452714579282997972087e-08,2.61431842021757478512775837344299861963383738221511e-17,3.27728349402630534234967853033526176784709866545705e-26
120409,3.03026558304352182850234733114487630474789109182745e-08,2.55465039455379878059738636712814742662032351311958e-17,3.2396680040124915097282978663529070138754854487607e-26
121104,2.99558478882664927857726839578347188381583236425066e-08,2.49651006745808149499942265923420016962342464455018e-17,3.20259064024667954620985137546284497237495697049217e-26
121801,2.96139872168132761798334991947253546092073550309651e-08,2.4398541050700562539482464222587962839797530650653e-17,3.16604219099964620810492912807901488892956914356598e-26
122500,2.92769893688487630002296866947746896007819802984936e-08,2.38464051624224749731891371640176741088624536484505e-17,3.13001362798754556479667134328504462291657144760894e-26
123201,2.89447715740850900248393282129169762201022231279401e-08,2.3308286183380169785486647555229267671140605418866e-17,3.09449610220868592113406786833678335353338800316809e-26
123904,2.86172527012234997608841249623354960387877765721478e-08,2.27837898188222669596641299684640670838437694694678e-17,3.05948093988629895559315410311543090043886904988926e-26
124609,2.82943532209679500401792398869282659395137759735821e-08,2.22725339950131720987921648251530551303518676033154e-17,3.02495963851431123322941805078952627050802563884319e-26
125316,2.79759951699750691669015669862343346542516414568049e-08,2.17741483384720343949910202069145801116109164997597e-17,2.99092386300322076287384575110210715302637002827019e-26
126025,2.76621021157141922419424929884693989216631888887776e-08,2.12882738943042570140417912444947160667442396572337e-17,2.95736544192327066457962717326344558555143627187065e-26
126736,2.73525991222120224032875081959433106114884569595624e-08,2.08145626357433195698878781408342257259011843832693e-17,2.92427636384219840923526291016799368728400827639377e-26
127449,2.7047412716657241788049997693611879626862782192881e-08,2.03526772091275116323961710243411732903854630006842e-17,2.89164877375492259632966637635758249449388072951099e-26
128164,2.67464708568411520168880940012931849184646295055469e-08,1.99022904715120977531745001541558762593740039382616e-17,2.85947496960260995265571594578240369071932857913921e-26
128881,2.64497028994111538656758357702133435662741123641515e-08,1.94630852601930292203335903205364278687364162515066e-17,2.82774739887864326477959952412421371216208272348061e-26
129600,2.61570395689145814261996737819611994332743086271409e-08,1.90347539563368527560018018703929132296024670287226e-17,2.79645865531908639800088181514532913413948328770963e-26
130321,2.58684129276110883361240715214935417112013589034834e-08,1.8616998277124220487294493019565522009170565593581e-17,2.76560147567531549716788941640753513261788389591454e-26
131044,2.55837563460324434138700636098807357168241203160322e-08,1.82095288635094034319955634851015938342601290537285e-17,2.7351687365665559994028034007233779517642785292561e-26
131769,2.53030044742692310696486390099829259779188116108927e-08,1.7812065093212768337621608599889090295375545185035e-17,2.70515345141013330140871112814275429673779036939466e-26
132496,2.50260932139645689521898392526356188774874770664203e-08,1.74243346908721601570040482804895621485533975268634e-17,2.67554876742731089716538866243975908257302110759017e-26
133225,2.47529596909955521747034897711930056801448147212885e-08,1.70460735602564830831303438716758006607803438720622e-17,2.64634796272265361490562548381151223800028970260101e-26
133956,2.44835422288237108579897300363723168785963111164265e-08,1.66770254152088338394365432342425502621498477556452e-17,2.61754444343491531170736129815941842604779332479155e-26
134689,2.42177803224963263209265074953132078855284952178543e-08,1.63169416295841213426493443949338972867225663461131e-17,2.58913174095751010334388119253335053857382705977967e-26
135424,2.3955614613280991700287000423263794613780369785158e-08,1.59655808875098150763233097308336679303867129669111e-17,2.56110350922668398692495136262294469549592306915582e-26
136161,2.3696986863916325729477705479429210460437910203523e-08,1.5622709049670256879489393140237628335352547700604e-17,2.53345352207555962238400250183648205110973353060284e-26
136900,2.34418399344622544618471421566726602452520619750838e-08,1.52880988215262771786563452086857159380086934011053e-17,2.50617567065228114150389193849969209992736332514403e-26
137641,2.31901177587337654781854073921075045467676066550504e-08,1.49615296346784835257989001077680509447457449269379e-17,2.47926396090053821294894766388200848090413999003834e-26
138384,2.29417653213025131373103873131179385753768135037435e-08,1.46427873317927350901589649772744629646901554711134e-17,2.45271251110079926934424035235989138959325528312094e-26
139129,2.26967286350511122594011062422318795128348778097345e-08,1.43316640618751326921672184991284743415489098751946e-17,2.42651554947063285620705220637216848883155618321424e-26
139876,2.24549547192654017998131139444585626639264218430473e-08,1.40279579807472832957137690110533568494999912702467e-17,2.40066741182254354870599032512903154945970971674869e-26
140625,2.22163915782503900827637282549131670458340089351678e-08,1.37314731591577783835341240382125963850624508807729e-17,2.37516253927779485492550275546335571441282910485424e-26
141376,2.1980988180456009507000083031459322631958219159893e-08,1.34420192977401000891212430468852462147092248283085e-17,2.34999547603473603566582815547922100810878942132885e-26
142129,2.17486944380992117788230112941571364297608478275043e-08,1.31594116469697961050934505269237073164156137908519e-17,2.32516086719019287100107592434855410558285099536065e-26
142884,2.15194611872693251237792271872041646869700656237895e-08,1.28834707356194804654606670672991993669351808870488e-17,2.3006534566125241411901153936091978912591457954167e-26
143641,2.12932401685039730124618415464562225842409733536688e-08,1.26140223016483627374642742743776203529648055018664e-17,2.2764680848649860106466523374086562864486370770636e-26
144400,2.10699840078232201277021837367188797432260671075919e-08,1.2350897033243717304844131623994811904210008328825e-17,2.25259968717808565337809705223526777555560030558345e-26
145161,2.08496461982099660041665923749631095112260734338061e-08,1.20939305098005096705754769311754926616722309401039e-17,2.22904329146964337980779696237467686531690433072705e-26
145924,2.06321810815249503764083848300262467901986485673368e-08,1.18429629547075277743288817759974023387101298630884e-17,2.20579401641131925983474922473896921971380110867611e-26
146689,2.04175438308450671530070188664666752335086891416162e-08,1.15978391856401204399163374796653604151054506105292e-17,2.18284706954039582547600541116454187079200416422864e-26
147456,2.02056904332140064541658974790195637806585293864551e-08,1.13584083783124291959731016160202794950191599306301e-17,2.16019774541564291713974175264950367367535860537802e-26
148225,1.99965776727945566565515449067580852570662320172501e-08,1.11245240253662145184516608128459809610839449134167e-17,2.13784142381612414775117479615004827664482782695267e-26
148996,1.97901631144122012181630424215424219983824041913013e-08,1.08960437103687753455391976363258482007385797119801e-17,2.11577356798183683451280837056766928721104600610351e-26
149769,1.95864050874799385314396725489181557875514132959942e-08,1.06728290746359435640193414082281664424197281637844e-17,2.09398972289510862364440506842055199356781683993681e-26
150544,1.93852626702945374868258302425305317426039591029014e-08,1.04547456008087661468340774507544617027977369195705e-17,2.072485513601704442391770487927398692106355106882e-26
151321,1.91866956746947171226027676210443218122643310910826e-08,1.02416625869994119136500565782320843732586349323524e-17,2.05125664357062688709558786040602515406281615917547e-26
